,Ring Price,Ring Gross Weight,Ring Size,Diamond Weight/Carats,Diamond Count
595,1553500.0,11.9,5.0,5.35,50.0
596,1553500.0,5.2,5.0,4.0,25.0
597,1550000.0,7.3,5.0,8.1,25.0
598,1500000.0,4.5,6.0,4.1,25.0
599,1500000.0,8.5,,2.35,100.0
600,1500000.0,15.6,6.0,22.0,25.0
601,1500000.0,9.5,6.0,7.8,25.0
602,1500000.0,25.7,7.0,20.25,25.0
603,1500000.0,41.3,9.0,4.0,100.0
604,1500000.0,10.1,7.0,11.87,100.0
605,1500000.0,17.6,7.0,2.45,
606,1500000.0,7.3,6.0,3.4,50.0
607,1500000.0,3.5,6.0,0.7,25.0
608,1500000.0,9.7,5.0,2.01,50.0
609,1500000.0,7.8,6.0,3.37,75.0
610,1500000.0,9.0,6.0,2.03,50.0
611,1500000.0,7.4,5.0,3.58,
612,1500000.0,8.02,6.0,6.5,25.0
613,1500000.0,14.02,4.0,5.02,75.0
614,1000.0,9.9,4.0,,25.0
615,2125000.0,10.4,5.0,15.67,100.0
616,2062500.0,7.4,6.0,3.38,25.0
617,2062500.0,20.7,9.0,4.63,100.0
618,2062500.0,5.1,,3.58,25.0
619,2062500.0,2.85,5.0,1.98,25.0
620,2031500.0,8.4,7.0,3.0,25.0
621,2031500.0,14.8,6.0,3.7,75.0
622,2031500.0,7.2,4.0,3.73,25.0
623,2031500.0,6.0,,5.0,25.0
624,2031500.0,10.0,,8.0,
625,2000000.0,8.1,6.0,4.53,25.0
626,2000000.0,5.2,7.0,2.36,25.0
627,2000000.0,20.4,8.0,5.01,100.0
628,2000000.0,7.9,5.0,6.27,25.0
629,2000000.0,11.8,,5.01,100.0
630,2000000.0,34.8,9.0,6.19,25.0
631,2000000.0,7.6,5.0,6.88,25.0
632,2000000.0,4.9,3.0,3.31,25.0
633,2000000.0,5.0,6.0,2.91,25.0
634,2000000.0,5.8,6.0,4.0,50.0
635,2000000.0,,,,
636,2000000.0,24.2,7.0,24.0,75.0
637,2000000.0,10.2,6.0,10.57,25.0
638,2000000.0,12.26,6.0,18.46,25.0
639,2000000.0,5.35,7.0,4.17,25.0
640,2000000.0,7.0,6.0,4.35,25.0
641,2000000.0,4.15,6.0,3.74,25.0
642,2000000.0,43.1,5.0,16.0,100.0
643,2000000.0,,6.0,,50.0
644,2000000.0,3.96,5.0,7.98,25.0
645,2000000.0,14.7,,11.0,100.0
646,2000000.0,7.45,7.0,2.38,50.0
647,2000000.0,7.5,7.0,2.15,25.0
648,1937500.0,8.9,5.0,4.01,25.0
649,1937500.0,8.17,5.0,2.02,
650,1937500.0,5.0,6.0,1.85,
651,1937500.0,9.5,6.0,3.54,50.0
652,1912000.0,3.4,5.0,4.6,25.0
653,1912000.0,19.3,7.0,14.26,50.0
654,1912000.0,13.0,6.0,10.77,50.0
655,1912000.0,12.74,9.0,3.36,25.0
656,1912000.0,12.4,7.0,3.45,
657,1900000.0,6.2,,2.75,25.0
658,1875000.0,3.81,5.0,1.21,25.0
659,1875000.0,13.8,10.0,4.01,50.0
660,1875000.0,7.1,,7.28,75.0
661,1875000.0,4.9,7.0,3.28,25.0
662,1875000.0,16.0,6.0,3.02,50.0
663,1875000.0,9.4,6.0,10.83,25.0
664,1875000.0,13.8,6.0,9.55,25.0
665,1875000.0,17.1,7.0,10.35,50.0
666,1875000.0,11.1,7.0,15.81,25.0
667,1875000.0,51.8,10.0,15.68,25.0
668,1875000.0,7.2,6.0,3.42,25.0
669,1875000.0,9.0,5.0,3.03,25.0
670,1875000.0,6.4,5.0,,50.0
671,1875000.0,7.7,7.0,4.03,75.0
672,1875000.0,29.2,11.0,3.05,25.0
673,1875000.0,6.9,,7.3,25.0
674,1875000.0,15.4,9.0,2.02,75.0
675,1875000.0,11.1,7.0,10.17,25.0
676,1875000.0,13.52,,17.2,25.0
677,1875000.0,4.03,7.0,6.16,25.0
678,1875000.0,6.6,7.0,1.92,50.0
679,1875000.0,4.17,7.0,3.95,25.0
680,1875000.0,17.6,7.0,25.6,25.0
681,1875000.0,21.44,,31.68,100.0
682,1875000.0,10.5,6.0,17.15,25.0
683,1875000.0,14.4,7.0,9.9,100.0
684,1875000.0,10.4,5.0,3.52,50.0
685,1875000.0,10.4,5.0,3.52,50.0
686,1875000.0,5.86,6.0,3.53,25.0
687,1875000.0,8.92,6.0,5.69,25.0
688,1875000.0,7.9,7.0,8.24,25.0
689,1875000.0,7.6,6.0,4.68,25.0
690,1875000.0,6.4,,2.56,25.0
691,1875000.0,,7.0,,25.0
692,1875000.0,8.9,6.0,7.75,25.0
693,1875000.0,6.3,4.0,2.06,25.0
694,1875000.0,21.44,,31.68,100.0
695,1875000.0,,7.0,,50.0
696,1875000.0,12.48,7.0,13.0,25.0
697,1875000.0,12.43,6.0,11.15,100.0
698,1852250.0,13.7,4.0,13.1,50.0
699,1812500.0,5.0,5.0,2.64,25.0
700,1812500.0,7.44,,3.96,25.0
701,1800000.0,10.0,5.0,2.65,100.0
702,1800000.0,14.3,,12.27,50.0
703,1800000.0,14.3,6.0,2.26,25.0
704,1792500.0,17.2,7.0,5.0,
705,1792500.0,6.2,5.0,3.0,50.0
706,1750000.0,6.9,8.0,4.01,25.0
707,1750000.0,7.4,7.0,2.75,25.0
708,1750000.0,44.6,8.0,5.08,25.0
709,1750000.0,6.0,6.0,1.85,25.0
710,1750000.0,5.3,6.0,1.95,25.0
711,1750000.0,14.1,7.0,,50.0
712,1750000.0,5.3,6.0,2.0,25.0
713,1750000.0,33.0,6.0,5.0,
714,1750000.0,6.4,7.0,2.51,
715,1750000.0,6.2,5.0,3.01,25.0
716,1750000.0,8.6,5.0,1.5,25.0
717,1750000.0,5.57,6.0,2.4,25.0
718,1750000.0,4.47,7.0,2.58,25.0
719,1750000.0,10.3,6.0,3.7,50.0
720,1750000.0,5.0,4.0,2.04,25.0
721,1750000.0,4.81,11.0,3.78,25.0
722,1750000.0,3.3,6.0,3.01,25.0
723,1750000.0,9.5,,,25.0
724,1750000.0,8.7,6.0,2.41,25.0
725,1750000.0,,5.0,,25.0
726,1750000.0,9.2,6.0,2.25,50.0
727,1750000.0,10.93,6.0,7.64,100.0
728,1750000.0,16.9,6.0,40.0,25.0
729,1750000.0,15.09,5.0,2.53,75.0
730,1750000.0,10.4,,,50.0
731,1750000.0,8.0,6.0,3.05,100.0
732,1700000.0,18.3,6.0,22.6,25.0
733,1687500.0,58.62,,2.51,
734,1687500.0,6.1,6.0,5.1,25.0
735,1687500.0,7.3,,2.91,100.0
736,1687500.0,6.9,6.0,2.96,25.0
737,1687500.0,5.3,6.0,1.93,25.0
738,1687500.0,6.1,5.0,1.15,25.0
739,1687500.0,9.56,6.0,6.73,25.0
740,1687500.0,11.22,,,100.0
741,1687500.0,9.37,5.0,3.6,25.0
742,1687500.0,19.36,6.0,10.7,
743,1673000.0,6.3,3.0,2.01,25.0
744,1673000.0,10.18,7.0,2.06,50.0
745,1673000.0,32.1,6.0,48.0,100.0
746,1673000.0,11.55,,2.17,100.0
747,1673000.0,6.75,5.0,2.69,25.0
748,1673000.0,8.7,6.0,2.09,50.0
749,1625000.0,6.8,6.0,1.11,
750,1625000.0,5.9,6.0,3.01,
751,1625000.0,10.1,5.0,8.61,25.0
752,1625000.0,16.2,7.0,16.28,25.0
753,1625000.0,29.2,7.0,,50.0
754,1625000.0,16.3,8.0,16.75,25.0
755,1625000.0,21.5,13.0,6.35,25.0
756,1625000.0,6.2,7.0,4.77,25.0
757,1625000.0,8.4,6.0,2.75,50.0
758,1625000.0,19.2,5.0,3.0,25.0
759,1625000.0,4.1,6.0,3.79,
760,1625000.0,5.1,7.0,1.6,25.0
761,1625000.0,5.1,5.0,1.04,25.0
762,1625000.0,20.3,7.0,3.92,50.0
763,1625000.0,7.2,7.0,4.24,25.0
764,1625000.0,8.1,4.0,,100.0
765,1625000.0,14.0,6.0,25.0,25.0
766,1625000.0,15.2,6.0,3.01,100.0
767,1625000.0,16.4,,16.75,50.0
768,1625000.0,15.6,,14.83,25.0
769,1625000.0,5.3,5.0,4.04,25.0
770,1625000.0,20.2,,,
771,1625000.0,11.6,8.0,8.0,50.0
772,1625000.0,6.5,,,25.0
773,1625000.0,6.5,6.0,5.06,100.0
774,1625000.0,9.57,8.0,2.69,25.0
775,1625000.0,,4.0,,50.0
776,1625000.0,5.7,6.0,2.75,25.0
777,1625000.0,17.2,7.0,5.01,25.0
778,1625000.0,7.17,6.0,7.41,25.0
779,1625000.0,20.84,6.0,29.3,25.0
780,1625000.0,6.15,6.0,3.02,25.0
781,1625000.0,4.1,6.0,1.11,50.0
782,1625000.0,7.88,6.0,6.8,25.0
783,1613250.0,6.6,6.0,2.01,50.0
784,1562500.0,10.7,6.0,2.32,50.0
785,1562500.0,10.7,7.0,2.47,25.0
786,1562500.0,9.4,8.0,7.0,25.0
787,1562500.0,4.81,11.0,3.78,25.0
788,1562500.0,10.8,5.0,3.0,50.0
789,1562500.0,11.6,,2.58,75.0
790,1562500.0,6.74,8.0,4.01,100.0
791,1562500.0,11.42,8.0,2.06,25.0
792,1562500.0,5.43,7.0,5.95,25.0
793,1562500.0,4.8,7.0,1.51,25.0
794,1553500.0,6.58,6.0,5.0,25.0
795,1553500.0,11.5,5.0,23.36,25.0
796,1553500.0,29.0,4.0,14.35,100.0
797,1553500.0,12.15,7.0,4.5,50.0
798,1553500.0,16.65,7.0,13.69,25.0
799,1553500.0,6.97,5.0,1.51,25.0
800,1553500.0,11.9,5.0,5.35,50.0
801,1553500.0,5.2,5.0,4.0,25.0
802,1550000.0,7.3,5.0,8.1,25.0
803,1500000.0,4.5,6.0,4.1,25.0
804,1500000.0,8.5,,2.35,100.0
805,1500000.0,15.6,6.0,22.0,25.0
806,1500000.0,9.5,6.0,7.8,25.0
807,1500000.0,25.7,7.0,20.25,25.0
808,1500000.0,41.3,9.0,4.0,100.0
809,1500000.0,10.1,7.0,11.87,100.0
810,1500000.0,17.6,7.0,2.45,
811,1500000.0,7.3,6.0,3.4,50.0
812,1500000.0,3.5,6.0,0.7,25.0
813,1500000.0,9.7,5.0,2.01,50.0
814,1500000.0,7.8,6.0,3.37,75.0
815,1500000.0,9.0,6.0,2.03,50.0
816,1500000.0,7.4,5.0,3.58,
817,1500000.0,8.02,6.0,6.5,25.0
818,1500000.0,14.02,4.0,5.02,75.0
819,1000.0,9.9,4.0,,25.0
820,2125000.0,10.4,5.0,15.67,100.0
821,2062500.0,7.4,6.0,3.38,25.0
822,2062500.0,20.7,9.0,4.63,100.0
823,2062500.0,5.1,,3.58,25.0
824,2062500.0,2.85,5.0,1.98,25.0
825,2031500.0,8.4,7.0,3.0,25.0
826,2031500.0,14.8,6.0,3.7,75.0
827,2031500.0,7.2,4.0,3.73,25.0
828,2031500.0,6.0,,5.0,25.0
829,2031500.0,10.0,,8.0,
830,2000000.0,8.1,6.0,4.53,25.0
831,2000000.0,5.2,7.0,2.36,25.0
832,2000000.0,20.4,8.0,5.01,100.0
833,2000000.0,7.9,5.0,6.27,25.0
834,2000000.0,11.8,,5.01,100.0
835,2000000.0,34.8,9.0,6.19,25.0
836,2000000.0,7.6,5.0,6.88,25.0
837,2000000.0,4.9,3.0,3.31,25.0
838,2000000.0,5.0,6.0,2.91,25.0
839,2000000.0,5.8,6.0,4.0,50.0
840,2000000.0,,,,
841,2000000.0,24.2,7.0,24.0,75.0
842,2000000.0,10.2,6.0,10.57,25.0
843,2000000.0,12.26,6.0,18.46,25.0
844,2000000.0,5.35,7.0,4.17,25.0
845,2000000.0,7.0,6.0,4.35,25.0
846,2000000.0,4.15,6.0,3.74,25.0
847,2000000.0,43.1,5.0,16.0,100.0
848,2000000.0,,6.0,,50.0
849,2000000.0,3.96,5.0,7.98,25.0
850,2000000.0,14.7,,11.0,100.0
851,2000000.0,7.45,7.0,2.38,50.0
852,2000000.0,7.5,7.0,2.15,25.0
853,1937500.0,8.9,5.0,4.01,25.0
854,1937500.0,8.17,5.0,2.02,
855,1937500.0,5.0,6.0,1.85,
856,1937500.0,9.5,6.0,3.54,50.0
857,1912000.0,3.4,5.0,4.6,25.0
858,1912000.0,19.3,7.0,14.26,50.0
859,1912000.0,13.0,6.0,10.77,50.0
860,1912000.0,12.74,9.0,3.36,25.0
861,1912000.0,12.4,7.0,3.45,
862,1900000.0,6.2,,2.75,25.0
863,1875000.0,3.81,5.0,1.21,25.0
864,1875000.0,13.8,10.0,4.01,50.0
865,1875000.0,7.1,,7.28,75.0
866,1875000.0,4.9,7.0,3.28,25.0
867,1875000.0,16.0,6.0,3.02,50.0
868,1875000.0,9.4,6.0,10.83,25.0
869,1875000.0,13.8,6.0,9.55,25.0
870,1875000.0,17.1,7.0,10.35,50.0
871,1875000.0,11.1,7.0,15.81,25.0
872,1875000.0,51.8,10.0,15.68,25.0
873,1875000.0,7.2,6.0,3.42,25.0
874,1875000.0,9.0,5.0,3.03,25.0
875,1875000.0,6.4,5.0,,50.0
876,1875000.0,7.7,7.0,4.03,75.0
877,1875000.0,29.2,11.0,3.05,25.0
878,1875000.0,6.9,,7.3,25.0
879,1875000.0,15.4,9.0,2.02,75.0
880,1875000.0,11.1,7.0,10.17,25.0
881,1875000.0,13.52,,17.2,25.0
882,1875000.0,4.03,7.0,6.16,25.0
883,1875000.0,6.6,7.0,1.92,50.0
884,1875000.0,4.17,7.0,3.95,25.0
885,1875000.0,17.6,7.0,25.6,25.0
886,1875000.0,21.44,,31.68,100.0
887,1875000.0,10.5,6.0,17.15,25.0
888,1875000.0,14.4,7.0,9.9,100.0
889,1875000.0,10.4,5.0,3.52,50.0
890,1875000.0,10.4,5.0,3.52,50.0
891,1875000.0,5.86,6.0,3.53,25.0
892,1875000.0,8.92,6.0,5.69,25.0
893,1875000.0,7.9,7.0,8.24,25.0
894,1875000.0,7.6,6.0,4.68,25.0
895,1875000.0,6.4,,2.56,25.0
896,1875000.0,,7.0,,25.0
897,1875000.0,8.9,6.0,7.75,25.0
898,1875000.0,6.3,4.0,2.06,25.0
899,1875000.0,21.44,,31.68,100.0
900,1875000.0,,7.0,,50.0
901,1875000.0,12.48,7.0,13.0,25.0
902,1875000.0,12.43,6.0,11.15,100.0
903,1852250.0,13.7,4.0,13.1,50.0
904,1812500.0,5.0,5.0,2.64,25.0
905,1812500.0,7.44,,3.96,25.0
906,1800000.0,10.0,5.0,2.65,100.0
907,1800000.0,14.3,,12.27,50.0
908,1800000.0,14.3,6.0,2.26,25.0
909,1792500.0,17.2,7.0,5.0,
910,1792500.0,6.2,5.0,3.0,50.0
911,1750000.0,6.9,8.0,4.01,25.0
912,1750000.0,7.4,7.0,2.75,25.0
913,1750000.0,44.6,8.0,5.08,25.0
914,1750000.0,6.0,6.0,1.85,25.0
915,1750000.0,5.3,6.0,1.95,25.0
916,1750000.0,14.1,7.0,,50.0
917,1750000.0,5.3,6.0,2.0,25.0
918,1750000.0,33.0,6.0,5.0,
919,1750000.0,6.4,7.0,2.51,
920,1750000.0,6.2,5.0,3.01,25.0
921,1750000.0,8.6,5.0,1.5,25.0
922,1750000.0,5.57,6.0,2.4,25.0
923,1750000.0,4.47,7.0,2.58,25.0
924,1750000.0,10.3,6.0,3.7,50.0
925,1750000.0,5.0,4.0,2.04,25.0
926,1750000.0,4.81,11.0,3.78,25.0
927,1750000.0,3.3,6.0,3.01,25.0
928,1750000.0,9.5,,,25.0
929,1750000.0,8.7,6.0,2.41,25.0
930,1750000.0,,5.0,,25.0
931,1750000.0,9.2,6.0,2.25,50.0
932,1750000.0,10.93,6.0,7.64,100.0
933,1750000.0,16.9,6.0,40.0,25.0
934,1750000.0,15.09,5.0,2.53,75.0
935,1750000.0,10.4,,,50.0
936,1750000.0,8.0,6.0,3.05,100.0
937,1700000.0,18.3,6.0,22.6,25.0
938,1687500.0,58.62,,2.51,
939,1687500.0,6.1,6.0,5.1,25.0
940,1687500.0,7.3,,2.91,100.0
941,1687500.0,6.9,6.0,2.96,25.0
942,1687500.0,5.3,6.0,1.93,25.0
943,1687500.0,6.1,5.0,1.15,25.0
944,1687500.0,9.56,6.0,6.73,25.0
945,1687500.0,11.22,,,100.0
946,1687500.0,9.37,5.0,3.6,25.0
947,1687500.0,19.36,6.0,10.7,
948,1673000.0,6.3,3.0,2.01,25.0
949,1673000.0,10.18,7.0,2.06,50.0
950,1673000.0,32.1,6.0,48.0,100.0
951,1673000.0,11.55,,2.17,100.0
952,1673000.0,6.75,5.0,2.69,25.0
953,1673000.0,8.7,6.0,2.09,50.0
954,1625000.0,6.8,6.0,1.11,
955,1625000.0,5.9,6.0,3.01,
956,1625000.0,10.1,5.0,8.61,25.0
957,1625000.0,16.2,7.0,16.28,25.0
958,1625000.0,29.2,7.0,,50.0
959,1625000.0,16.3,8.0,16.75,25.0
960,1625000.0,21.5,13.0,6.35,25.0
961,1625000.0,6.2,7.0,4.77,25.0
962,1625000.0,8.4,6.0,2.75,50.0
963,1625000.0,19.2,5.0,3.0,25.0
964,1625000.0,4.1,6.0,3.79,
965,1625000.0,5.1,7.0,1.6,25.0
966,1625000.0,5.1,5.0,1.04,25.0
967,1625000.0,20.3,7.0,3.92,50.0
968,1625000.0,7.2,7.0,4.24,25.0
969,1625000.0,8.1,4.0,,100.0
970,1625000.0,14.0,6.0,25.0,25.0
971,1625000.0,15.2,6.0,3.01,100.0
972,1625000.0,16.4,,16.75,50.0
973,1625000.0,15.6,,14.83,25.0
974,1625000.0,5.3,5.0,4.04,25.0
975,1625000.0,20.2,,,
976,1625000.0,11.6,8.0,8.0,50.0
977,1625000.0,6.5,,,25.0
978,1625000.0,6.5,6.0,5.06,100.0
979,1625000.0,9.57,8.0,2.69,25.0
980,1625000.0,,4.0,,50.0
981,1625000.0,5.7,6.0,2.75,25.0
982,1625000.0,17.2,7.0,5.01,25.0
983,1625000.0,7.17,6.0,7.41,25.0
984,1625000.0,20.84,6.0,29.3,25.0
985,1625000.0,6.15,6.0,3.02,25.0
986,1625000.0,4.1,6.0,1.11,50.0
987,1625000.0,7.88,6.0,6.8,25.0
988,1613250.0,6.6,6.0,2.01,50.0
989,1562500.0,10.7,6.0,2.32,50.0
990,1562500.0,10.7,7.0,2.47,25.0
991,1562500.0,9.4,8.0,7.0,25.0
992,1562500.0,4.81,11.0,3.78,25.0
993,1562500.0,10.8,5.0,3.0,50.0
994,1562500.0,11.6,,2.58,75.0
995,1562500.0,6.74,8.0,4.01,100.0
996,1562500.0,11.42,8.0,2.06,25.0
997,1562500.0,5.43,7.0,5.95,25.0
998,1562500.0,4.8,7.0,1.51,25.0
999,1553500.0,6.58,6.0,5.0,25.0
1000,1553500.0,11.5,5.0,23.36,25.0
1001,1553500.0,29.0,4.0,14.35,100.0
1002,1553500.0,12.15,7.0,4.5,50.0
1003,1553500.0,16.65,7.0,13.69,25.0
1004,1553500.0,6.97,5.0,1.51,25.0
1005,1553500.0,11.9,5.0,5.35,50.0
1006,1553500.0,5.2,5.0,4.0,25.0
1007,1550000.0,7.3,5.0,8.1,25.0
1008,1500000.0,4.5,6.0,4.1,25.0
1009,1500000.0,8.5,,2.35,100.0
1010,1500000.0,15.6,6.0,22.0,25.0
1011,1500000.0,9.5,6.0,7.8,25.0
1012,1500000.0,25.7,7.0,20.25,25.0
1013,1500000.0,41.3,9.0,4.0,100.0
1014,1500000.0,10.1,7.0,11.87,100.0
1015,1500000.0,17.6,7.0,2.45,
1016,1500000.0,7.3,6.0,3.4,50.0
1017,1500000.0,3.5,6.0,0.7,25.0
1018,1500000.0,9.7,5.0,2.01,50.0
1019,1500000.0,7.8,6.0,3.37,75.0
1020,1500000.0,9.0,6.0,2.03,50.0
1021,1500000.0,7.4,5.0,3.58,
1022,1500000.0,8.02,6.0,6.5,25.0
1023,1500000.0,14.02,4.0,5.02,75.0
1024,1000.0,9.9,4.0,,25.0
1025,1500000.0,11.4,5.0,,50.0
1026,1500000.0,6.2,4.0,5.15,50.0
1027,1500000.0,8.0,6.0,3.51,50.0
1028,1500000.0,37.0,6.0,,100.0
1029,1500000.0,27.1,7.0,14.7,100.0
1030,1500000.0,3.8,4.0,2.78,25.0
1031,1500000.0,8.7,6.0,7.5,50.0
1032,1500000.0,23.4,,,75.0
1033,1500000.0,5.1,6.0,2.74,25.0
1034,1500000.0,,5.0,,25.0
1035,1500000.0,4.7,7.0,3.0,
1036,1500000.0,11.3,8.0,9.23,25.0
1037,1500000.0,21.34,,12.0,25.0
1038,1500000.0,2.83,5.0,1.91,25.0
1039,1500000.0,4.4,8.0,2.26,25.0
1040,1500000.0,,,,25.0
1041,1500000.0,6.58,6.0,8.43,25.0
1042,1437500.0,4.3,6.0,1.25,
1043,1437500.0,6.5,5.0,2.35,100.0
1044,1437500.0,18.91,9.0,,25.0
1045,1437500.0,20.82,,,100.0
1046,1437500.0,7.3,6.0,3.95,50.0
1047,1437500.0,,6.0,,25.0
1048,1437500.0,8.0,6.0,1.52,100.0
1049,1434000.0,5.2,3.0,0.65,25.0
1050,1434000.0,7.5,,2.35,50.0
1051,1434000.0,13.55,6.0,7.14,
1052,1434000.0,7.65,6.0,2.01,75.0
1053,1434000.0,4.45,5.0,3.5,50.0
1054,1434000.0,4.8,6.0,2.35,25.0
1055,1434000.0,5.6,5.0,2.63,
1056,1434000.0,6.5,3.0,4.05,25.0
1057,1434000.0,23.2,11.0,3.35,
1058,1434000.0,17.3,,,
1059,1400000.0,7.1,5.0,5.15,25.0
1060,1400000.0,16.7,,12.85,25.0
1061,1400000.0,8.3,7.0,2.79,50.0
1062,1375000.0,10.9,7.0,4.04,25.0
1063,1375000.0,2.7,6.0,1.42,25.0
1064,1375000.0,23.0,6.0,26.96,25.0
1065,1375000.0,4.8,3.0,2.01,25.0
1066,1375000.0,5.1,4.0,3.8,25.0
1067,1375000.0,13.7,6.0,,25.0
1068,1375000.0,4.7,6.0,1.93,25.0
1069,1375000.0,8.1,5.0,3.4,25.0
1070,1375000.0,6.3,5.0,3.32,25.0
1071,1375000.0,7.3,5.0,3.55,50.0
1072,1375000.0,4.7,6.0,3.42,25.0
1073,1375000.0,6.1,5.0,1.95,25.0
1074,1375000.0,18.03,7.0,30.2,25.0
1075,1375000.0,20.5,8.0,13.04,25.0
1076,1375000.0,6.6,4.0,1.7,100.0
1077,1375000.0,17.6,,,25.0
1078,1375000.0,4.04,5.0,1.87,25.0
1079,1375000.0,5.6,6.0,2.43,50.0
1080,1375000.0,15.85,9.0,6.9,25.0
1081,1375000.0,10.0,5.0,2.3,25.0
1082,1375000.0,8.5,,3.15,75.0
1083,1375000.0,17.4,6.0,11.19,75.0
1084,1375000.0,8.0,,2.37,75.0
1085,1375000.0,4.9,4.0,2.53,25.0
1086,1375000.0,9.1,6.0,5.75,25.0
1087,1375000.0,10.3,6.0,1.08,25.0
1088,1375000.0,13.66,9.0,6.09,50.0
1089,1375000.0,7.02,4.0,5.5,25.0
1090,1375000.0,7.1,6.0,3.05,25.0
1091,1375000.0,14.2,,4.0,25.0
1092,1375000.0,8.9,6.0,4.31,25.0
1093,1375000.0,17.3,8.0,29.4,25.0
1094,1375000.0,9.8,11.0,3.39,25.0
1095,1375000.0,14.05,5.0,11.18,50.0
1096,1375000.0,5.7,6.0,3.25,25.0
1097,1375000.0,6.19,6.0,3.04,25.0
1098,1375000.0,,,,100.0
1099,1375000.0,,,,50.0
1100,1375000.0,24.94,4.0,,25.0
1101,1375000.0,2.87,5.0,1.09,25.0
1102,1375000.0,4.65,4.0,2.16,25.0
1103,1375000.0,8.38,6.0,2.32,100.0
1104,1375000.0,7.44,6.0,2.01,50.0
1105,1375000.0,3.8,5.0,2.11,50.0
1106,1374250.0,3.8,9.0,3.0,
1107,1344375.0,7.25,5.0,2.04,100.0
1108,1314500.0,10.7,9.0,3.54,25.0
1109,1314500.0,5.7,6.0,2.02,25.0
1110,1314500.0,13.75,6.0,3.6,50.0
1111,1314500.0,6.9,6.0,3.01,75.0
1112,1314500.0,6.7,4.0,6.0,25.0
1113,1314500.0,4.8,4.0,3.45,25.0
1114,1314500.0,5.9,5.0,2.07,25.0
1115,1312500.0,16.55,5.0,24.5,25.0
1116,1312500.0,26.3,,2.09,75.0
1117,1312500.0,8.7,4.0,3.1,50.0
1118,1312500.0,5.1,7.0,2.75,25.0
1119,1312500.0,4.8,5.0,3.01,25.0
1120,1312500.0,17.58,10.0,12.5,25.0
1121,1250000.0,12.2,6.0,3.95,25.0
1122,1250000.0,39.8,9.0,37.25,
1123,1250000.0,33.9,6.0,52.36,100.0
1124,1250000.0,10.6,6.0,3.73,25.0
1125,1250000.0,22.2,7.0,,100.0
1126,1250000.0,21.0,8.0,4.8,50.0
1127,1250000.0,18.5,8.0,2.03,25.0
1128,1250000.0,9.1,7.0,9.19,25.0
1129,1250000.0,13.09,8.0,4.5,25.0
1130,1250000.0,12.7,6.0,10.26,25.0
1131,1250000.0,18.6,5.0,20.18,100.0
1132,1250000.0,12.5,5.0,2.05,100.0
1133,1250000.0,8.6,5.0,5.25,50.0
1134,1250000.0,8.7,7.0,9.08,75.0
1135,1250000.0,22.2,11.0,3.02,
1136,1250000.0,15.1,5.0,4.5,25.0
1137,1250000.0,7.1,6.0,3.27,25.0
1138,1250000.0,8.3,5.0,6.38,25.0
1139,1250000.0,4.7,6.0,,25.0
1140,1250000.0,10.2,5.0,3.11,25.0
1141,1250000.0,8.9,6.0,12.01,100.0
1142,1250000.0,5.8,4.0,4.56,25.0
1143,1250000.0,4.7,6.0,1.85,25.0
1144,1250000.0,7.57,6.0,0.68,75.0
1145,1250000.0,10.18,5.0,1.73,25.0
1146,1250000.0,20.5,6.0,17.64,50.0
1147,1250000.0,6.58,6.0,8.43,25.0
1148,1250000.0,21.55,10.0,5.0,
1149,1250000.0,9.1,5.0,11.0,25.0
1150,1250000.0,7.0,6.0,2.0,50.0
1151,1250000.0,10.0,6.0,2.0,50.0
1152,1250000.0,7.9,11.0,3.0,25.0
1153,1250000.0,6.0,6.0,0.29,100.0
1154,1250000.0,8.7,6.0,2.57,75.0
1155,1225000.0,8.2,7.0,2.33,25.0
1156,1218750.0,3.3,4.0,1.85,25.0
1157,1200000.0,5.1,6.0,1.48,100.0
1158,1195000.0,26.95,5.0,,50.0
1159,1195000.0,16.27,7.0,7.0,50.0
1160,1195000.0,7.6,8.0,,25.0
1161,1195000.0,5.0,6.0,2.8,
1162,1195000.0,8.2,5.0,2.53,
1163,1194375.0,5.77,3.0,2.04,50.0
1164,1187500.0,17.5,,2.95,25.0
1165,1187500.0,6.3,,,25.0
1166,1187500.0,14.6,,4.75,25.0
1167,1187500.0,11.6,7.0,,25.0
1168,1187500.0,4.2,3.0,2.23,25.0
1169,1187500.0,3.95,5.0,2.45,25.0
1170,1187500.0,12.2,3.0,,25.0
1171,1187500.0,15.0,7.0,39.0,25.0
1172,1187500.0,6.9,6.0,1.35,50.0
1173,1187500.0,12.5,6.0,1.33,50.0
1174,1187500.0,30.82,7.0,51.0,50.0
1175,1187500.0,4.87,5.0,1.51,25.0
1176,1187500.0,5.6,5.0,2.63,25.0
1177,1187500.0,20.27,5.0,3.03,25.0
1178,1187500.0,6.3,5.0,2.6,50.0
1179,1187500.0,6.3,5.0,2.6,50.0
1180,1156250.0,10.7,4.0,2.22,25.0
1181,1156250.0,8.2,5.0,1.37,25.0
1182,1156250.0,11.22,7.0,2.5,25.0
1183,1150000.0,6.3,3.0,2.01,25.0
1184,1135250.0,2.2,5.0,1.5,25.0
1185,1135250.0,13.9,5.0,15.0,
1186,1135250.0,5.3,6.0,5.49,50.0
1187,1135250.0,4.5,6.0,6.18,25.0
1188,1125000.0,11.6,6.0,1.63,75.0
1189,1125000.0,9.5,6.0,6.0,50.0
1190,1125000.0,11.78,6.0,4.73,25.0
1191,1125000.0,5.8,7.0,4.02,100.0
