,ID,URLs
576,577,https://jewelry.ha.com/itm/estate-jewelry/sapphire-gold-ring/a/5130-58204.s?ic4=GalleryView-ShortDescription-071515
577,578,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5079-58534.s?ic4=GalleryView-ShortDescription-071515
578,579,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-white-gold-ring-set/a/5079-58692.s?ic4=GalleryView-ShortDescription-071515
579,580,https://jewelry.ha.com/itm/estate-jewelry/emerald-diamond-gold-ring/a/5067-58292.s?ic4=GalleryView-ShortDescription-071515
580,581,https://jewelry.ha.com/itm/estate-jewelry/diamond-colored-diamond-gold-platinum-ring-set-michael-b/a/5067-58351.s?ic4=GalleryView-ShortDescription-071515
581,582,https://jewelry.ha.com/itm/estate-jewelry/fancy-yellow-diamond-diamond-platinum-gold-ring/a/5067-58409.s?ic4=GalleryView-ShortDescription-071515
582,583,https://jewelry.ha.com/itm/estate-jewelry/fancy-yellow-diamond-diamond-platinum-gold-ring/a/5067-58426.s?ic4=GalleryView-ShortDescription-071515
583,584,https://jewelry.ha.com/itm/estate-jewelry/multi-stone-gold-ring-loloma/a/5504-55294.s?ic4=GalleryView-ShortDescription-071515
584,585,https://jewelry.ha.com/itm/estate-jewelry/black-opal-diamond-platinum-ring/a/5504-55328.s?ic4=GalleryView-ShortDescription-071515
585,586,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring-tiffany-and-co/a/5432-55050.s?ic4=GalleryView-ShortDescription-071515
586,587,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring/a/5432-55077.s?ic4=GalleryView-ShortDescription-071515
587,588,https://jewelry.ha.com/itm/estate-jewelry/sapphire-diamond-platinum-ring-oscar-heyman-bros/a/5432-55226.s?ic4=GalleryView-ShortDescription-071515
588,589,https://jewelry.ha.com/itm/estate-jewelry/tanzanite-diamond-platinum-ring/a/5427-55333.s?ic4=GalleryView-ShortDescription-071515
589,590,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-gold-ring-david-webb/a/5353-55073.s?ic4=GalleryView-ShortDescription-071515
590,591,https://jewelry.ha.com/itm/estate-jewelry/gentleman-s-cat-s-eye-chrysoberyl-diamond-gold-ring/a/5353-55135.s?ic4=GalleryView-ShortDescription-071515
591,592,https://jewelry.ha.com/itm/estate-jewelry/gentleman-s-diamond-platinum-ring/a/5353-55143.s?ic4=GalleryView-ShortDescription-071515
592,593,https://jewelry.ha.com/itm/estate-jewelry/burma-spinel-diamond-platinum-gold-ring/a/5353-55297.s?ic4=GalleryView-ShortDescription-071515
593,594,https://jewelry.ha.com/itm/estate-jewelry/diamond-coral-black-onyx-platinum-ring/a/5353-55339.s?ic4=GalleryView-ShortDescription-071515
594,595,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-gold-ring/a/5349-55312.s?ic4=GalleryView-ShortDescription-071515
595,596,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring/a/5345-55114.s?ic4=GalleryView-ShortDescription-071515
596,597,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring-tiffany-and-co/a/5345-55221.s?ic4=GalleryView-ShortDescription-071515
597,598,https://jewelry.ha.com/itm/estate-jewelry/colored-diamond-gold-ring/a/5345-55263.s?ic4=GalleryView-ShortDescription-071515
598,599,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring/a/5345-55280.s?ic4=GalleryView-ShortDescription-071515
599,600,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring/a/5341-55337.s?ic4=GalleryView-ShortDescription-071515
600,601,https://jewelry.ha.com/itm/estate-jewelry/diamond-white-gold-ring-van-cleef-and-arpels-french/a/5316-55319.s?ic4=GalleryView-ShortDescription-071515
601,602,https://jewelry.ha.com/itm/estate-jewelry/burma-ruby-diamond-platinum-gold-ring-david-webb/a/5312-55357.s?ic4=GalleryView-ShortDescription-071515
602,603,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring-set-kirk-kara/a/5248-55245.s?ic4=GalleryView-ShortDescription-071515
603,604,https://jewelry.ha.com/itm/estate-jewelry/jadeite-jade-diamond-white-gold-ring/a/5243-54363.s?ic4=GalleryView-ShortDescription-071515
604,605,https://jewelry.ha.com/itm/estate-jewelry/sapphire-diamond-platinum-ring/a/5243-54400.s?ic4=GalleryView-ShortDescription-071515
605,606,https://jewelry.ha.com/itm/estate-jewelry/ruby-diamond-platinum-ring-piranesi/a/5237-54292.s?ic4=GalleryView-ShortDescription-071515
606,607,https://jewelry.ha.com/itm/estate-jewelry/white-agate-gold-ring-chanel-french/a/5208-54948.s?ic4=GalleryView-ShortDescription-071515
607,608,https://jewelry.ha.com/itm/estate-jewelry/black-opal-diamond-platinum-ring/a/5200-54140.s?ic4=GalleryView-ShortDescription-071515
608,609,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring-daniel-k/a/5200-54299.s?ic4=GalleryView-ShortDescription-071515
609,610,https://jewelry.ha.com/itm/estate-jewelry/burmese-sapphire-diamond-white-gold-ring/a/5200-54364.s?ic4=GalleryView-ShortDescription-071515
610,611,https://jewelry.ha.com/itm/estate-jewelry/fancy-yellow-diamond-gold-ring/a/5200-54369.s?ic4=GalleryView-ShortDescription-071515
611,612,https://jewelry.ha.com/itm/estate-jewelry/kurt-wayne-diamond-platinum-ring-dant/a/5190-54576.s?ic4=GalleryView-ShortDescription-071515
612,613,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5178-58165.s?ic4=GalleryView-ShortDescription-071515
613,614,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5178-58418.s?ic4=GalleryView-ShortDescription-071515
614,615,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring-french/a/172112-74032.s?ic4=OtherResults-SampleItem-071515&tab=ArchiveSearchResults-012417
615,616,https://jewelry.ha.com/itm/estate-jewelry/sapphire-diamond-platinum-ring/a/5150-58460.s?ic4=GalleryView-ShortDescription-071515
616,617,https://jewelry.ha.com/itm/estate-jewelry/aquamarine-diamond-platinum-ring/a/5122-58225.s?ic4=GalleryView-ShortDescription-071515
617,618,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5122-58519.s?ic4=GalleryView-ShortDescription-071515
618,619,https://jewelry.ha.com/itm/estate-jewelry/light-pink-diamond-colored-diamond-gold-ring/a/5122-58528.s?ic4=GalleryView-ShortDescription-071515
619,620,https://jewelry.ha.com/itm/estate-jewelry/sapphire-diamond-platinum-ring/a/5122-58540.s?ic4=GalleryView-ShortDescription-071515
620,621,https://jewelry.ha.com/itm/estate-jewelry/colombian-emerald-diamond-platinum-gold-ring/a/23153-10029.s?ic4=GalleryView-ShortDescription-071515
621,622,https://jewelry.ha.com/itm/estate-jewelry/fancy-intense-yellow-diamond-diamond-platinum-gold-ring/a/5041-59225.s?ic4=GalleryView-ShortDescription-071515
622,623,https://jewelry.ha.com/itm/estate-jewelry/fancy-intense-yellow-diamond-diamond-gold-ring/a/5504-55266.s?ic4=GalleryView-ShortDescription-071515
623,624,https://jewelry.ha.com/itm/estate-jewelry/orange-sapphire-diamond-platinum-white-gold-ring/a/5504-55313.s?ic4=GalleryView-ShortDescription-071515
624,625,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring-set/a/5432-55219.s?ic4=GalleryView-ShortDescription-071515
625,626,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring/a/5353-55425.s?ic4=GalleryView-ShortDescription-071515
626,627,https://jewelry.ha.com/itm/estate-jewelry/colombian-emerald-diamond-platinum-gold-ring/a/5349-55042.s?ic4=GalleryView-ShortDescription-071515
627,628,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5237-54329.s?ic4=GalleryView-ShortDescription-071515
628,629,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-gold-ring/a/5208-54341.s?ic4=GalleryView-ShortDescription-071515
629,630,https://jewelry.ha.com/itm/estate-jewelry/fancy-yellow-diamond-diamond-white-gold-ring/a/5178-58435.s?ic4=GalleryView-ShortDescription-071515
630,631,https://jewelry.ha.com/itm/estate-jewelry/alexandrite-diamond-white-gold-ring/a/5150-58328.s?ic4=GalleryView-ShortDescription-071515
631,632,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring/a/5122-58042.s?ic4=GalleryView-ShortDescription-071515
632,633,https://jewelry.ha.com/itm/estate-jewelry/diamond-white-gold-ring/a/5122-58574.s?ic4=GalleryView-ShortDescription-071515
633,634,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5092-58329.s?ic4=GalleryView-ShortDescription-071515
634,635,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/23151-10096.s?ic4=GalleryView-ShortDescription-071515
635,636,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5079-58703.s?ic4=GalleryView-ShortDescription-071515
636,637,https://jewelry.ha.com/itm/estate-jewelry/jadeite-jade-diamond-gold-ring-cartier/a/5067-58108.s?ic4=GalleryView-ShortDescription-071515
637,638,https://jewelry.ha.com/itm/estate-jewelry/star-ruby-ruby-diamond-gold-ring-david-webb/a/5067-58309.s?ic4=GalleryView-ShortDescription-071515
638,639,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring/a/5067-58367.s?ic4=GalleryView-ShortDescription-071515
639,640,https://jewelry.ha.com/itm/estate-jewelry/sapphire-diamond-gold-ring-donna-pizarro/a/5048-58174.s?ic4=GalleryView-ShortDescription-071515
640,641,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5048-58497.s?ic4=GalleryView-ShortDescription-071515
641,642,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5041-59169.s?ic4=GalleryView-ShortDescription-071515
642,643,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/687-59302.s?ic4=GalleryView-ShortDescription-071515
643,644,https://jewelry.ha.com/itm/estate-jewelry/color-change-sapphire-diamond-platinum-ring/a/5502-55188.s?ic4=GalleryView-ShortDescription-071515
644,645,https://jewelry.ha.com/itm/estate-jewelry/ceylon-pink-sapphire-diamond-white-gold-ring/a/5502-55225.s?ic4=GalleryView-ShortDescription-071515
645,646,https://jewelry.ha.com/itm/estate-jewelry/burma-ruby-diamond-white-gold-ring/a/5502-55228.s?ic4=GalleryView-ShortDescription-071515
646,647,https://jewelry.ha.com/itm/estate-jewelry/ceylon-sapphire-diamond-platinum-white-gold-ring/a/5502-55275.s?ic4=GalleryView-ShortDescription-071515
647,648,https://jewelry.ha.com/itm/estate-jewelry/emerald-diamond-gold-ring/a/5432-55114.s?ic4=GalleryView-ShortDescription-071515
648,649,https://jewelry.ha.com/itm/estate-jewelry/gentlemen-s-emerald-diamond-white-gold-ring/a/5432-55276.s?ic4=GalleryView-ShortDescription-071515
649,650,https://jewelry.ha.com/itm/estate-jewelry/gentlemen-s-diamond-white-gold-ring/a/5432-55281.s?ic4=GalleryView-ShortDescription-071515
650,651,https://jewelry.ha.com/itm/estate-jewelry/tanzanite-diamond-platinum-ring-tiffany-and-co/a/5427-55063.s?ic4=GalleryView-ShortDescription-071515
651,652,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5427-55165.s?ic4=GalleryView-ShortDescription-071515
652,653,https://jewelry.ha.com/itm/estate-jewelry/diamond-white-gold-ring/a/5400-55046.s?ic4=GalleryView-ShortDescription-071515
653,654,https://jewelry.ha.com/itm/estate-jewelry/art-deco-emerald-diamond-platinum-ring-tiffany-and-co/a/5353-55276.s?ic4=GalleryView-ShortDescription-071515
654,655,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring/a/5353-55327.s?ic4=GalleryView-ShortDescription-071515
655,656,https://jewelry.ha.com/itm/estate-jewelry/colombian-emerald-diamond-white-gold-ring/a/5349-55278.s?ic4=GalleryView-ShortDescription-071515
656,657,https://jewelry.ha.com/itm/estate-jewelry/diamond-ruby-gold-ring/a/5349-55344.s?ic4=GalleryView-ShortDescription-071515
657,658,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring-julius-cohen/a/5341-55244.s?ic4=GalleryView-ShortDescription-071515
658,659,https://jewelry.ha.com/itm/estate-jewelry/emerald-diamond-white-gold-ring/a/5312-55363.s?ic4=GalleryView-ShortDescription-071515
659,660,https://jewelry.ha.com/itm/estate-jewelry/fancy-brownish-yellow-diamond-diamond-platinum-white-gold-ring-set/a/5307-55204.s?ic4=GalleryView-ShortDescription-071515
660,661,https://jewelry.ha.com/itm/estate-jewelry/diamond-white-gold-ring-van-cleef-and-arpels-french/a/5305-55289.s?ic4=GalleryView-ShortDescription-071515
661,662,https://jewelry.ha.com/itm/estate-jewelry/jadeite-jade-diamond-platinum-ring/a/5288-57004.s?ic4=GalleryView-ShortDescription-071515
662,663,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring-set/a/5256-54406.s?ic4=GalleryView-ShortDescription-071515
663,664,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-gold-ring-david-webb/a/5237-54413.s?ic4=GalleryView-ShortDescription-071515
664,665,https://jewelry.ha.com/itm/estate-jewelry/star-sapphire-diamond-platinum-gold-ring-david-webb/a/5232-54259.s?ic4=GalleryView-ShortDescription-071515
665,666,https://jewelry.ha.com/itm/estate-jewelry/art-deco-diamond-white-gold-ring/a/5208-54158.s?ic4=GalleryView-ShortDescription-071515
666,667,https://jewelry.ha.com/itm/estate-jewelry/black-opal-diamond-platinum-ring/a/5208-54250.s?ic4=GalleryView-ShortDescription-071515
667,668,https://jewelry.ha.com/itm/estate-jewelry/diamond-emerald-platinum-gold-ring-david-webb/a/5200-54051.s?ic4=GalleryView-ShortDescription-071515
668,669,https://jewelry.ha.com/itm/estate-jewelry/emerald-diamond-platinum-gold-ring/a/5200-54419.s?ic4=GalleryView-ShortDescription-071515
669,670,https://jewelry.ha.com/itm/estate-jewelry/sapphire-diamond-platinum-ring/a/5190-54070.s?ic4=GalleryView-ShortDescription-071515
670,671,https://jewelry.ha.com/itm/estate-jewelry/diamond-white-gold-ring/a/5178-58123.s?ic4=GalleryView-ShortDescription-071515
671,672,https://jewelry.ha.com/itm/estate-jewelry/emerald-diamond-gold-ring/a/5150-58098.s?ic4=GalleryView-ShortDescription-071515
672,673,https://jewelry.ha.com/itm/estate-jewelry/art-deco-star-sapphire-diamond-platinum-ring/a/5150-58208.s?ic4=GalleryView-ShortDescription-071515
673,674,https://jewelry.ha.com/itm/estate-jewelry/fancy-brownish-pink-diamond-white-gold-ring/a/5150-58277.s?ic4=GalleryView-ShortDescription-071515
674,675,https://jewelry.ha.com/itm/estate-jewelry/diamond-white-gold-ring/a/5150-58502.s?ic4=GalleryView-ShortDescription-071515
675,676,https://jewelry.ha.com/itm/estate-jewelry/jack-kelege-burma-star-sapphire-diamond-platinum-ring/a/5160-64444.s?ic4=GalleryView-ShortDescription-071515
676,677,https://jewelry.ha.com/itm/estate-jewelry/sapphire-diamond-platinum-ring/a/5130-58375.s?ic4=GalleryView-ShortDescription-071515
677,678,https://jewelry.ha.com/itm/estate-jewelry/colored-diamond-white-gold-ring/a/5400-55115.s?ic4=GalleryView-ShortDescription-071515
678,679,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5353-55246.s?ic4=GalleryView-ShortDescription-071515
679,680,https://jewelry.ha.com/itm/estate-jewelry/diamond-ruby-platinum-gold-ring-schlumberger-for-tiffany-and-co/a/5349-55227.s?ic4=GalleryView-ShortDescription-071515
680,681,https://jewelry.ha.com/itm/estate-jewelry/natural-pearl-diamond-tourmaline-platinum-ring-taffin/a/5345-55340.s?ic4=GalleryView-ShortDescription-071515
681,682,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5305-55298.s?ic4=GalleryView-ShortDescription-071515
682,683,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5160-64172.s?ic4=GalleryView-ShortDescription-071515
683,684,https://jewelry.ha.com/itm/estate-jewelry/diamond-white-gold-ring/a/5092-58360.s?ic4=GalleryView-ShortDescription-071515
684,685,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring/a/23160-10007.s?ic4=GalleryView-ShortDescription-071515
685,686,https://jewelry.ha.com/itm/estate-jewelry/art-deco-ruby-diamond-platinum-ring-cartier/a/5067-58048.s?ic4=GalleryView-ShortDescription-071515
686,687,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-white-gold-ring/a/5067-58050.s?ic4=GalleryView-ShortDescription-071515
687,688,https://jewelry.ha.com/itm/estate-jewelry/jadeite-jade-diamond-platinum-gold-ring/a/5067-58236.s?ic4=GalleryView-ShortDescription-071515
688,689,https://jewelry.ha.com/itm/estate-jewelry/fancy-yellow-diamond-diamond-platinum-gold-ring/a/5067-58403.s?ic4=GalleryView-ShortDescription-071515
689,690,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5048-58116.s?ic4=GalleryView-ShortDescription-071515
690,691,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5041-59078.s?ic4=GalleryView-ShortDescription-071515
691,692,https://jewelry.ha.com/itm/estate-jewelry/diamond-white-gold-ring/a/5022-59225.s?ic4=GalleryView-ShortDescription-071515
692,693,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring/a/5022-59231.s?ic4=GalleryView-ShortDescription-071515
693,694,https://jewelry.ha.com/itm/estate-jewelry/gentleman-s-diamond-platinum-topped-gold-ring-the-ring-centers-one-european-cut-diamond-measuring-975-x-945-x-595-mm/a/662-39135.s?ic4=GalleryView-ShortDescription-071515
694,695,https://jewelry.ha.com/itm/estate-jewelry/gentleman-s-diamond-enamel-gold-ring-russian-the-imperial-presentation-ring-features-the-cypher-of-tsarevich-nikolai-a/a/646-39634.s?ic4=GalleryView-ShortDescription-071515
695,696,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5341-55216.s?ic4=GalleryView-ShortDescription-071515
696,697,https://jewelry.ha.com/itm/estate-jewelry/yellow-sapphire-diamond-platinum-ring/a/5305-55229.s?ic4=GalleryView-ShortDescription-071515
697,698,https://jewelry.ha.com/itm/estate-jewelry/fancy-dark-gray-diamond-diamond-white-gold-ring/a/5305-55268.s?ic4=GalleryView-ShortDescription-071515
698,699,https://jewelry.ha.com/itm/estate-jewelry/diamond-silver-ring/a/5504-55059.s?ic4=GalleryView-ShortDescription-071515
699,700,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring/a/5502-55111.s?ic4=GalleryView-ShortDescription-071515
700,701,https://jewelry.ha.com/itm/estate-jewelry/diamond-white-gold-ring-cartier-french/a/5502-55337.s?ic4=GalleryView-ShortDescription-071515
701,702,https://jewelry.ha.com/itm/estate-jewelry/ceylon-yellow-sapphire-diamond-platinum-ring/a/5427-55281.s?ic4=GalleryView-ShortDescription-071515
702,703,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5400-55098.s?ic4=GalleryView-ShortDescription-071515
703,704,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5400-55152.s?ic4=GalleryView-ShortDescription-071515
704,705,https://jewelry.ha.com/itm/estate-jewelry/lavender-jadeite-jade-diamond-gold-ring-tiffany-and-co/a/5353-55032.s?ic4=GalleryView-ShortDescription-071515
705,706,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5353-55033.s?ic4=GalleryView-ShortDescription-071515
706,707,https://jewelry.ha.com/itm/estate-jewelry/ceylon-sapphire-diamond-platinum-ring/a/5353-55102.s?ic4=GalleryView-ShortDescription-071515
707,708,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5353-55169.s?ic4=GalleryView-ShortDescription-071515
708,709,https://jewelry.ha.com/itm/estate-jewelry/art-deco-diamond-sapphire-platinum-ring/a/5349-55188.s?ic4=GalleryView-ShortDescription-071515
709,710,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5349-55192.s?ic4=GalleryView-ShortDescription-071515
710,711,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5349-55293.s?ic4=GalleryView-ShortDescription-071515
711,712,https://jewelry.ha.com/itm/estate-jewelry/ceylon-yellow-sapphire-diamond-platinum-ring/a/5341-55279.s?ic4=GalleryView-ShortDescription-071515
712,713,https://jewelry.ha.com/itm/estate-jewelry/colombian-emerald-diamond-white-gold-ring/a/5316-55072.s?ic4=GalleryView-ShortDescription-071515
713,714,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5316-55348.s?ic4=GalleryView-ShortDescription-071515
714,715,https://jewelry.ha.com/itm/estate-jewelry/emerald-enamel-gold-ring-cartier-french/a/5312-55077.s?ic4=GalleryView-ShortDescription-071515
715,716,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring-van-cleef-and-arpels/a/5312-55202.s?ic4=GalleryView-ShortDescription-071515
716,717,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-gold-ring/a/5307-55135.s?ic4=GalleryView-ShortDescription-071515
717,718,https://jewelry.ha.com/itm/estate-jewelry/art-nouveau-gentleman-s-cat-s-eye-chrysoberyl-gold-ring/a/5305-55123.s?ic4=GalleryView-ShortDescription-071515
718,719,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5288-57024.s?ic4=GalleryView-ShortDescription-071515
719,720,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring/a/5256-54323.s?ic4=GalleryView-ShortDescription-071515
720,721,https://jewelry.ha.com/itm/estate-jewelry/paraiba-tourmaline-diamond-white-gold-ring/a/5256-54383.s?ic4=GalleryView-ShortDescription-071515
721,722,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-gold-ring/a/5256-54541.s?ic4=GalleryView-ShortDescription-071515
722,723,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring-ruser/a/5256-54608.s?ic4=GalleryView-ShortDescription-071515
723,724,https://jewelry.ha.com/itm/estate-jewelry/sapphire-diamond-platinum-ring/a/5243-54114.s?ic4=GalleryView-ShortDescription-071515
724,725,https://jewelry.ha.com/itm/estate-jewelry/art-deco-diamond-ruby-platinum-ring-oscar-heyman-bros/a/5237-54223.s?ic4=GalleryView-ShortDescription-071515
725,726,https://jewelry.ha.com/itm/estate-jewelry/colored-diamond-diamond-gold-ring/a/5237-54289.s?ic4=GalleryView-ShortDescription-071515
726,727,https://jewelry.ha.com/itm/estate-jewelry/sapphire-diamond-gold-ring/a/5237-54372.s?ic4=GalleryView-ShortDescription-071515
727,728,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring/a/5237-54394.s?ic4=GalleryView-ShortDescription-071515
728,729,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring-reinstein-ross/a/5208-54377.s?ic4=GalleryView-ShortDescription-071515
729,730,https://jewelry.ha.com/itm/estate-jewelry/sapphire-diamond-platinum-rings-tiffany-and-co/a/5208-54394.s?ic4=GalleryView-ShortDescription-071515
730,731,https://jewelry.ha.com/itm/estate-jewelry/sapphire-diamond-gold-ring/a/5200-54221.s?ic4=GalleryView-ShortDescription-071515
731,732,https://jewelry.ha.com/itm/estate-jewelry/gentleman-s-diamond-gold-ring/a/5178-58092.s?ic4=GalleryView-ShortDescription-071515
732,733,https://jewelry.ha.com/itm/estate-jewelry/sapphire-diamond-white-gold-ring/a/5178-58415.s?ic4=GalleryView-ShortDescription-071515
733,734,https://jewelry.ha.com/itm/estate-jewelry/art-deco-emerald-diamond-white-gold-ring-bassett/a/5150-58187.s?ic4=GalleryView-ShortDescription-071515
734,735,https://jewelry.ha.com/itm/estate-jewelry/diamond-white-gold-ring/a/5150-58374.s?ic4=GalleryView-ShortDescription-071515
735,736,https://jewelry.ha.com/itm/estate-jewelry/cartier-diamond-gold-ring/a/5160-64098.s?ic4=GalleryView-ShortDescription-071515
736,737,https://jewelry.ha.com/itm/estate-jewelry/yossi-harari-tourmaline-diamond-gold-ring/a/5160-64319.s?ic4=GalleryView-ShortDescription-071515
737,738,https://jewelry.ha.com/itm/estate-jewelry/jadeite-jade-diamond-enamel-platinum-gold-ring-david-webb-circa-1971/a/5130-58360.s?ic4=GalleryView-ShortDescription-071515
738,739,https://jewelry.ha.com/itm/estate-jewelry/fancy-brownish-pink-diamond-diamond-white-gold-ring/a/5130-58419.s?ic4=GalleryView-ShortDescription-071515
739,740,https://jewelry.ha.com/itm/estate-jewelry/diamond-white-gold-ring/a/5122-58533.s?ic4=GalleryView-ShortDescription-071515
740,741,https://jewelry.ha.com/itm/estate-jewelry/diamond-colored-diamond-gold-ring/a/5122-58573.s?ic4=GalleryView-ShortDescription-071515
741,742,https://jewelry.ha.com/itm/estate-jewelry/fancy-intense-yellow-diamond-diamond-platinum-gold-ring/a/5122-58594.s?ic4=GalleryView-ShortDescription-071515
742,743,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring/a/5092-58240.s?ic4=GalleryView-ShortDescription-071515
743,744,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/23153-10050.s?ic4=GalleryView-ShortDescription-071515
744,745,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring-the-ring-centers-a-european-cut-diamond-measuring-930-x-590-mm-and-weighing-approximately-300-carat/a/662-39423.s?ic4=GalleryView-ShortDescription-071515
745,746,https://jewelry.ha.com/itm/estate-jewelry/fancy-yellow-diamond-diamond-platinum-gold-ring/a/5048-58475.s?ic4=GalleryView-ShortDescription-071515
746,747,https://jewelry.ha.com/itm/estate-jewelry/gentleman-s-diamond-white-gold-ring/a/5079-58124.s?ic4=GalleryView-ShortDescription-071515
747,748,https://jewelry.ha.com/itm/estate-jewelry/fancy-yellow-diamond-diamond-platinum-gold-ring/a/5079-58693.s?ic4=GalleryView-ShortDescription-071515
748,749,https://jewelry.ha.com/itm/estate-jewelry/ruby-diamond-platinum-gold-ring/a/5067-58121.s?ic4=GalleryView-ShortDescription-071515
749,750,https://jewelry.ha.com/itm/estate-jewelry/colored-diamond-diamond-gold-ring/a/5048-58452.s?ic4=GalleryView-ShortDescription-071515
750,751,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5048-58476.s?ic4=GalleryView-ShortDescription-071515
751,752,https://jewelry.ha.com/itm/estate-jewelry/diamond-white-gold-ring/a/5048-58495.s?ic4=GalleryView-ShortDescription-071515
752,753,https://jewelry.ha.com/itm/estate-jewelry/natural-fancy-intense-yellow-diamond-diamond-platinum-gold-ring/a/687-59303.s?ic4=GalleryView-ShortDescription-071515
753,754,https://jewelry.ha.com/itm/estate-jewelry/ceylon-yellow-sapphire-diamond-platinum-ring/a/5316-55164.s?ic4=GalleryView-ShortDescription-071515
754,755,https://jewelry.ha.com/itm/estate-jewelry/diamond-platinum-ring/a/5312-55385.s?ic4=GalleryView-ShortDescription-071515
755,756,https://jewelry.ha.com/itm/estate-jewelry/ceylon-sapphire-diamond-platinum-ring-buccellati/a/5305-55272.s?ic4=GalleryView-ShortDescription-071515
756,757,https://jewelry.ha.com/itm/estate-jewelry/art-deco-diamond-platinum-ring/a/5288-57019.s?ic4=GalleryView-ShortDescription-071515
757,758,https://jewelry.ha.com/itm/estate-jewelry/diamond-gold-ring/a/5248-55042.s?ic4=GalleryView-ShortDescription-071515
758,759,https://jewelry.ha.com/itm/estate-jewelry/gentleman-s-star-sapphire-diamond-platinum-ring/a/5130-58376.s?ic4=GalleryView-ShortDescription-071515
759,760,https://jewelry.ha.com/itm/estate-jewelry/gentleman-s-diamond-rose-gold-ring/a/171910-71032.s?ic4=GalleryView-ShortDescription-071515
